# Model Spectrum: Blackbody T = 10000.000
# No ISM extinction
# Normalization: A0V magnitude 15.000000 for filter 2MASS Ks
# 
# Wavelength (microns)   F_lambda (W/m^2/micron)   F_nu (Jy)
    18.15857524  1.139895e-19  1.253741e-05
    18.17677924  1.135382e-19  1.251281e-05
    18.19500148  1.130885e-19  1.248826e-05
    18.21324199  1.126407e-19  1.246376e-05
    18.23150079  1.121946e-19  1.243931e-05
    18.24977789  1.117503e-19  1.241490e-05
    18.26807331  1.113078e-19  1.239054e-05
    18.28638707  1.108670e-19  1.236623e-05
    18.30471920  1.104279e-19  1.234197e-05
    18.32306970  1.099906e-19  1.231775e-05
    18.34143860  1.095550e-19  1.229358e-05
    18.35982591  1.091211e-19  1.226946e-05
    18.37823166  1.086890e-19  1.224538e-05
    18.39665586  1.082585e-19  1.222135e-05
    18.41509853  1.078298e-19  1.219737e-05
    18.43355969  1.074027e-19  1.217343e-05
    18.45203935  1.069773e-19  1.214954e-05
    18.47053754  1.065537e-19  1.212570e-05
    18.48905428  1.061316e-19  1.210190e-05
    18.50758958  1.057113e-19  1.207815e-05
    18.52614346  1.052926e-19  1.205444e-05
    18.54471594  1.048756e-19  1.203078e-05
    18.56330704  1.044602e-19  1.200717e-05
    18.58191677  1.040464e-19  1.198360e-05
    18.60054517  1.036343e-19  1.196008e-05
    18.61919223  1.032238e-19  1.193661e-05
    18.63785800  1.028150e-19  1.191318e-05
    18.65654247  1.024077e-19  1.188979e-05
    18.67524568  1.020021e-19  1.186645e-05
    18.69396763  1.015980e-19  1.184316e-05
    18.71270836  1.011956e-19  1.181991e-05
    18.73146787  1.007947e-19  1.179671e-05
    18.75024619  1.003955e-19  1.177355e-05
    18.76904333  9.999780e-20  1.175044e-05
    18.78785932  9.960168e-20  1.172737e-05
    18.80669417  9.920713e-20  1.170434e-05
    18.82554790  9.881414e-20  1.168137e-05
    18.84442054  9.842270e-20  1.165843e-05
    18.86331209  9.803280e-20  1.163554e-05
    18.88222258  9.764445e-20  1.161270e-05
    18.90115203  9.725763e-20  1.158990e-05
    18.92010046  9.687235e-20  1.156714e-05
    18.93906788  9.648858e-20  1.154443e-05
    18.95805432  9.610633e-20  1.152176e-05
    18.97705979  9.572559e-20  1.149914e-05
    18.99608431  9.534636e-20  1.147656e-05
    19.01512791  9.496862e-20  1.145402e-05
    19.03419060  9.459238e-20  1.143153e-05
    19.05327240  9.421762e-20  1.140908e-05
    19.07237333  9.384435e-20  1.138667e-05
    19.09149340  9.347255e-20  1.136431e-05
    19.11063265  9.310222e-20  1.134199e-05
    19.12979108  9.273335e-20  1.131972e-05
    19.14896872  9.236594e-20  1.129749e-05
    19.16816558  9.199998e-20  1.127530e-05
    19.18738169  9.163547e-20  1.125316e-05
    19.20661706  9.127240e-20  1.123105e-05
    19.22587172  9.091077e-20  1.120900e-05
    19.24514568  9.055056e-20  1.118698e-05
    19.26443896  9.019178e-20  1.116501e-05
    19.28375158  8.983442e-20  1.114308e-05
    19.30308356  8.947847e-20  1.112119e-05
    19.32243493  8.912392e-20  1.109934e-05
    19.34180569  8.877078e-20  1.107754e-05
    19.36119587  8.841903e-20  1.105578e-05
    19.38060549  8.806868e-20  1.103406e-05
    19.40003457  8.771971e-20  1.101239e-05
    19.41948313  8.737212e-20  1.099075e-05
    19.43895119  8.702590e-20  1.096916e-05
    19.45843876  8.668105e-20  1.094761e-05
    19.47794586  8.633756e-20  1.092611e-05
    19.49747253  8.599543e-20  1.090464e-05
    19.51701877  8.565466e-20  1.088322e-05
    19.53658460  8.531523e-20  1.086183e-05
    19.55617005  8.497714e-20  1.084049e-05
    19.57577513  8.464039e-20  1.081919e-05
    19.59539987  8.430497e-20  1.079794e-05
    19.61504428  8.397088e-20  1.077672e-05
    19.63470839  8.363811e-20  1.075554e-05
    19.65439220  8.330665e-20  1.073441e-05
    19.67409576  8.297651e-20  1.071332e-05
    19.69381906  8.264767e-20  1.069227e-05
    19.71356214  8.232013e-20  1.067126e-05
    19.73332500  8.199388e-20  1.065029e-05
    19.75310769  8.166893e-20  1.062936e-05
    19.77291020  8.134526e-20  1.060847e-05
    19.79273257  8.102286e-20  1.058762e-05
    19.81257480  8.070175e-20  1.056681e-05
    19.83243693  8.038190e-20  1.054605e-05
    19.85231897  8.006332e-20  1.052532e-05
    19.87222095  7.974600e-20  1.050464e-05
    19.89214287  7.942993e-20  1.048399e-05
    19.91208477  7.911511e-20  1.046339e-05
    19.93204666  7.880154e-20  1.044282e-05
    19.95202856  7.848921e-20  1.042229e-05
    19.97203049  7.817811e-20  1.040181e-05
    19.99205247  7.786824e-20  1.038136e-05
    20.01209453  7.755960e-20  1.036096e-05
    20.03215668  7.725218e-20  1.034059e-05
    20.05223894  7.694597e-20  1.032027e-05
    20.07234133  7.664097e-20  1.029998e-05
    20.09246387  7.633718e-20  1.027973e-05
    20.11260659  7.603460e-20  1.025953e-05
    20.13276950  7.573321e-20  1.023936e-05
    20.15295263  7.543301e-20  1.021923e-05
    20.17315599  7.513399e-20  1.019914e-05
    20.19337960  7.483616e-20  1.017909e-05
    20.21362349  7.453951e-20  1.015908e-05
    20.23388767  7.424403e-20  1.013910e-05
    20.25417216  7.394972e-20  1.011917e-05
    20.27447700  7.365658e-20  1.009927e-05
    20.29480218  7.336459e-20  1.007942e-05
    20.31514774  7.307376e-20  1.005960e-05
    20.33551370  7.278408e-20  1.003982e-05
    20.35590008  7.249554e-20  1.002008e-05
    20.37630689  7.220815e-20  1.000038e-05
    20.39673417  7.192189e-20  9.980715e-06
    20.41718192  7.163676e-20  9.961090e-06
    20.43765016  7.135277e-20  9.941503e-06
    20.45813893  7.106989e-20  9.921954e-06
    20.47864824  7.078814e-20  9.902443e-06
    20.49917811  7.050749e-20  9.882970e-06
    20.51972856  7.022796e-20  9.863535e-06
    20.54029961  6.994954e-20  9.844138e-06
    20.56089128  6.967221e-20  9.824779e-06
    20.58150360  6.939599e-20  9.805457e-06
    20.60213658  6.912085e-20  9.786173e-06
    20.62279025  6.884681e-20  9.766927e-06
    20.64346462  6.857384e-20  9.747718e-06
    20.66415972  6.830196e-20  9.728547e-06
    20.68487556  6.803116e-20  9.709413e-06
    20.70561217  6.776142e-20  9.690316e-06
    20.72636957  6.749275e-20  9.671257e-06
    20.74714778  6.722515e-20  9.652234e-06
    20.76794682  6.695860e-20  9.633249e-06
    20.78876672  6.669311e-20  9.614301e-06
    20.80960748  6.642866e-20  9.595389e-06
    20.83046913  6.616527e-20  9.576515e-06
    20.85135170  6.590291e-20  9.557677e-06
    20.87225521  6.564160e-20  9.538876e-06
    20.89317967  6.538132e-20  9.520112e-06
    20.91412511  6.512206e-20  9.501384e-06
    20.93509154  6.486384e-20  9.482693e-06
    20.95607899  6.460663e-20  9.464038e-06
    20.97708749  6.435045e-20  9.445419e-06
    20.99811704  6.409527e-20  9.426837e-06
    21.01916768  6.384111e-20  9.408291e-06
    21.04023942  6.358795e-20  9.389781e-06
    21.06133228  6.333579e-20  9.371308e-06
    21.08244629  6.308463e-20  9.352870e-06
    21.10358147  6.283447e-20  9.334468e-06
    21.12473784  6.258529e-20  9.316102e-06
    21.14591541  6.233710e-20  9.297772e-06
    21.16711421  6.208990e-20  9.279478e-06
    21.18833427  6.184367e-20  9.261219e-06
    21.20957560  6.159841e-20  9.242996e-06
    21.23083823  6.135413e-20  9.224809e-06
    21.25212217  6.111081e-20  9.206657e-06
    21.27342744  6.086845e-20  9.188540e-06
    21.29475408  6.062706e-20  9.170459e-06
    21.31610209  6.038662e-20  9.152413e-06
    21.33747151  6.014713e-20  9.134402e-06
    21.35886235  5.990859e-20  9.116426e-06
    21.38027464  5.967099e-20  9.098485e-06
    21.40170839  5.943433e-20  9.080580e-06
    21.42316362  5.919861e-20  9.062709e-06
    21.44464037  5.896382e-20  9.044873e-06
    21.46613865  5.872997e-20  9.027072e-06
    21.48765848  5.849703e-20  9.009306e-06
    21.50919988  5.826502e-20  8.991574e-06
    21.53076288  5.803393e-20  8.973877e-06
    21.55234749  5.780375e-20  8.956214e-06
    21.57395375  5.757448e-20  8.938586e-06
    21.59558166  5.734612e-20  8.920992e-06
    21.61723126  5.711867e-20  8.903433e-06
    21.63890256  5.689211e-20  8.885908e-06
    21.66059558  5.666645e-20  8.868417e-06
    21.68231035  5.644168e-20  8.850960e-06
    21.70404689  5.621781e-20  8.833537e-06
    21.72580523  5.599482e-20  8.816148e-06
    21.74758537  5.577271e-20  8.798793e-06
    21.76938735  5.555148e-20  8.781472e-06
    21.79121119  5.533113e-20  8.764185e-06
    21.81305690  5.511165e-20  8.746932e-06
    21.83492452  5.489303e-20  8.729712e-06
    21.85681405  5.467529e-20  8.712526e-06
    21.87872554  5.445840e-20  8.695373e-06
    21.90065898  5.424237e-20  8.678254e-06
    21.92261442  5.402720e-20  8.661168e-06
    21.94459187  5.381288e-20  8.644116e-06
    21.96659135  5.359941e-20  8.627097e-06
    21.98861288  5.338679e-20  8.610111e-06
    22.01065649  5.317500e-20  8.593158e-06
    22.03272220  5.296406e-20  8.576238e-06
    22.05481003  5.275394e-20  8.559352e-06
    22.07692000  5.254467e-20  8.542498e-06
    22.09905214  5.233621e-20  8.525677e-06
    22.12120646  5.212859e-20  8.508889e-06
    22.14338300  5.192179e-20  8.492134e-06
    22.16558177  5.171580e-20  8.475412e-06
    22.18780279  5.151063e-20  8.458722e-06
    22.21004609  5.130627e-20  8.442065e-06
    22.23231168  5.110273e-20  8.425440e-06
    22.25459960  5.089998e-20  8.408848e-06
    22.27690986  5.069804e-20  8.392288e-06
    22.29924249  5.049690e-20  8.375761e-06
    22.32159751  5.029656e-20  8.359265e-06
    22.34397494  5.009701e-20  8.342802e-06
    22.36637480  4.989825e-20  8.326372e-06
    22.38879711  4.970027e-20  8.309973e-06
    22.41124191  4.950308e-20  8.293606e-06
    22.43370921  4.930668e-20  8.277271e-06
    22.45619902  4.911104e-20  8.260968e-06
    22.47871139  4.891619e-20  8.244697e-06
    22.50124633  4.872210e-20  8.228458e-06
    22.52380385  4.852878e-20  8.212250e-06
    22.54638399  4.833623e-20  8.196075e-06
    22.56898677  4.814444e-20  8.179930e-06
    22.59161220  4.795341e-20  8.163817e-06
    22.61426032  4.776314e-20  8.147736e-06
    22.63693114  4.757362e-20  8.131686e-06
    22.65962469  4.738485e-20  8.115668e-06
    22.68234099  4.719683e-20  8.099681e-06
    22.70508007  4.700955e-20  8.083724e-06
    22.72784193  4.682302e-20  8.067800e-06
    22.75062662  4.663722e-20  8.051906e-06
    22.77343415  4.645216e-20  8.036043e-06
    22.79626455  4.626783e-20  8.020212e-06
    22.81911783  4.608423e-20  8.004411e-06
    22.84199402  4.590136e-20  7.988641e-06
    22.86489315  4.571922e-20  7.972902e-06
    22.88781523  4.553779e-20  7.957193e-06
    22.91076029  4.535708e-20  7.941516e-06
    22.93372835  4.517709e-20  7.925869e-06
    22.95671944  4.499781e-20  7.910252e-06
    22.97973358  4.481924e-20  7.894666e-06
    23.00277079  4.464138e-20  7.879111e-06
    23.02583110  4.446422e-20  7.863586e-06
    23.04891452  4.428777e-20  7.848091e-06
    23.07202108  4.411201e-20  7.832627e-06
    23.09515081  4.393695e-20  7.817193e-06
    23.11830373  4.376258e-20  7.801789e-06
    23.14147985  4.358891e-20  7.786415e-06
    23.16467921  4.341592e-20  7.771071e-06
    23.18790183  4.324361e-20  7.755757e-06
    23.21114773  4.307199e-20  7.740473e-06
    23.23441693  4.290105e-20  7.725219e-06
    23.25770946  4.273079e-20  7.709994e-06
    23.28102534  4.256120e-20  7.694800e-06
    23.30436460  4.239228e-20  7.679635e-06
    23.32772725  4.222403e-20  7.664500e-06
    23.35111332  4.205645e-20  7.649394e-06
    23.37452284  4.188953e-20  7.634318e-06
    23.39795583  4.172327e-20  7.619272e-06
    23.42141231  4.155767e-20  7.604255e-06
    23.44489230  4.139273e-20  7.589267e-06
    23.46839583  4.122844e-20  7.574308e-06
    23.49192293  4.106480e-20  7.559379e-06
    23.51547361  4.090181e-20  7.544479e-06
    23.53904790  4.073946e-20  7.529608e-06
    23.56264582  4.057776e-20  7.514766e-06
    23.58626740  4.041670e-20  7.499953e-06
    23.60991266  4.025627e-20  7.485169e-06
    23.63358162  4.009649e-20  7.470414e-06
    23.65727432  3.993733e-20  7.455688e-06
    23.68099076  3.977881e-20  7.440991e-06
    23.70473098  3.962091e-20  7.426322e-06
    23.72849500  3.946364e-20  7.411682e-06
    23.75228285  3.930699e-20  7.397071e-06
    23.77609454  3.915096e-20  7.382489e-06
    23.79993010  3.899555e-20  7.367934e-06
    23.82378956  3.884076e-20  7.353409e-06
    23.84767294  3.868658e-20  7.338911e-06
    23.87158026  3.853301e-20  7.324442e-06
    23.89551154  3.838005e-20  7.310002e-06
    23.91946682  3.822769e-20  7.295589e-06
    23.94344612  3.807594e-20  7.281205e-06
    23.96744945  3.792479e-20  7.266849e-06
    23.99147684  3.777424e-20  7.252521e-06
    24.01552833  3.762429e-20  7.238221e-06
    24.03960392  3.747492e-20  7.223949e-06
    24.06370365  3.732616e-20  7.209705e-06
    24.08782754  3.717798e-20  7.195489e-06
    24.11197562  3.703038e-20  7.181301e-06
    24.13614790  3.688338e-20  7.167140e-06
    24.16034442  3.673695e-20  7.153007e-06
    24.18456519  3.659111e-20  7.138902e-06
    24.20881025  3.644584e-20  7.124824e-06
    24.23307961  3.630115e-20  7.110774e-06
    24.25737330  3.615703e-20  7.096751e-06
    24.28169134  3.601348e-20  7.082756e-06
    24.30603377  3.587050e-20  7.068788e-06
    24.33040060  3.572809e-20  7.054848e-06
    24.35479185  3.558625e-20  7.040935e-06
    24.37920756  3.544496e-20  7.027049e-06
    24.40364774  3.530424e-20  7.013190e-06
    24.42811243  3.516407e-20  6.999358e-06
    24.45260164  3.502446e-20  6.985554e-06
    24.47711540  3.488540e-20  6.971776e-06
    24.50165374  3.474689e-20  6.958025e-06
    24.52621667  3.460893e-20  6.944302e-06
    24.55080423  3.447152e-20  6.930605e-06
    24.57541644  3.433465e-20  6.916935e-06
    24.60005333  3.419832e-20  6.903291e-06
    24.62471491  3.406254e-20  6.889675e-06
    24.64940122  3.392729e-20  6.876085e-06
    24.67411227  3.379258e-20  6.862522e-06
    24.69884809  3.365840e-20  6.848985e-06
    24.72360872  3.352476e-20  6.835475e-06
    24.74839417  3.339164e-20  6.821991e-06
    24.77320446  3.325905e-20  6.808533e-06
    24.79803963  3.312699e-20  6.795102e-06
    24.82289969  3.299545e-20  6.781697e-06
    24.84778468  3.286443e-20  6.768319e-06
    24.87269461  3.273394e-20  6.754966e-06
    24.89762951  3.260395e-20  6.741640e-06
    24.92258942  3.247449e-20  6.728340e-06
    24.94757434  3.234553e-20  6.715066e-06
    24.97258431  3.221709e-20  6.701818e-06
    24.99761936  3.208916e-20  6.688596e-06
    25.02267950  3.196173e-20  6.675399e-06
    25.04776477  3.183481e-20  6.662229e-06
    25.07287518  3.170840e-20  6.649084e-06
    25.09801077  3.158248e-20  6.635965e-06
    25.12317155  3.145706e-20  6.622872e-06
    25.14835756  3.133214e-20  6.609805e-06
    25.17356882  3.120772e-20  6.596763e-06
    25.19880535  3.108378e-20  6.583746e-06
    25.22406718  3.096034e-20  6.570755e-06
    25.24935434  3.083739e-20  6.557790e-06
    25.27466685  3.071493e-20  6.544850e-06
    25.30000473  3.059295e-20  6.531935e-06
    25.32536801  3.047145e-20  6.519045e-06
    25.35075672  3.035044e-20  6.506181e-06
    25.37617089  3.022991e-20  6.493342e-06
    25.40161053  3.010985e-20  6.480528e-06
    25.42707567  2.999027e-20  6.467739e-06
    25.45256635  2.987116e-20  6.454976e-06
    25.47808257  2.975253e-20  6.442237e-06
    25.50362438  2.963437e-20  6.429523e-06
    25.52919179  2.951667e-20  6.416834e-06
    25.55478484  2.939944e-20  6.404170e-06
    25.58040354  2.928268e-20  6.391531e-06
    25.60604792  2.916638e-20  6.378917e-06
    25.63171802  2.905054e-20  6.366327e-06
    25.65741384  2.893516e-20  6.353762e-06
    25.68313543  2.882024e-20  6.341221e-06
    25.70888281  2.870577e-20  6.328705e-06
    25.73465599  2.859176e-20  6.316214e-06
    25.76045501  2.847819e-20  6.303747e-06
    25.78627990  2.836508e-20  6.291305e-06
    25.81213068  2.825242e-20  6.278887e-06
    25.83800737  2.814020e-20  6.266493e-06
    25.86391000  2.802843e-20  6.254124e-06
    25.88983860  2.791710e-20  6.241778e-06
    25.91579319  2.780622e-20  6.229457e-06
    25.94177380  2.769577e-20  6.217160e-06
    25.96778046  2.758576e-20  6.204888e-06
    25.99381319  2.747619e-20  6.192639e-06
    26.01987202  2.736705e-20  6.180414e-06
    26.04595697  2.725834e-20  6.168213e-06
    26.07206808  2.715007e-20  6.156036e-06
    26.09820535  2.704222e-20  6.143883e-06
    26.12436884  2.693480e-20  6.131754e-06
    26.15055855  2.682781e-20  6.119649e-06
    26.17677451  2.672125e-20  6.107567e-06
    26.20301676  2.661510e-20  6.095509e-06
    26.22928531  2.650938e-20  6.083475e-06
    26.25558020  2.640407e-20  6.071464e-06
    26.28190145  2.629918e-20  6.059477e-06
    26.30824909  2.619471e-20  6.047513e-06
    26.33462314  2.609066e-20  6.035573e-06
    26.36102363  2.598701e-20  6.023656e-06
    26.38745059  2.588378e-20  6.011762e-06
    26.41390404  2.578095e-20  5.999892e-06
    26.44038401  2.567854e-20  5.988045e-06
    26.46689052  2.557653e-20  5.976222e-06
    26.49342361  2.547492e-20  5.964421e-06
    26.51998330  2.537372e-20  5.952644e-06
    26.54656961  2.527292e-20  5.940889e-06
    26.57318258  2.517251e-20  5.929158e-06
    26.59982223  2.507251e-20  5.917450e-06
    26.62648858  2.497290e-20  5.905765e-06
    26.65318167  2.487369e-20  5.894102e-06
    26.67990151  2.477487e-20  5.882463e-06
    26.70664814  2.467645e-20  5.870846e-06
    26.73342159  2.457841e-20  5.859252e-06
    26.76022188  2.448076e-20  5.847681e-06
    26.78704903  2.438350e-20  5.836133e-06
    26.81390308  2.428663e-20  5.824607e-06
    26.84078405  2.419014e-20  5.813104e-06
    26.86769196  2.409403e-20  5.801623e-06
    26.89462686  2.399831e-20  5.790165e-06
    26.92158875  2.390296e-20  5.778729e-06
    26.94857768  2.380799e-20  5.767316e-06
    26.97559366  2.371340e-20  5.755925e-06
    27.00263672  2.361918e-20  5.744556e-06
    27.02970690  2.352534e-20  5.733210e-06
    27.05680421  2.343187e-20  5.721886e-06
    27.08392869  2.333877e-20  5.710584e-06
    27.11108036  2.324604e-20  5.699305e-06
    27.13825925  2.315368e-20  5.688047e-06
    27.16546538  2.306168e-20  5.676812e-06
    27.19269879  2.297005e-20  5.665599e-06
    27.21995950  2.287878e-20  5.654407e-06
    27.24724755  2.278787e-20  5.643238e-06
    27.27456294  2.269733e-20  5.632090e-06
    27.30190572  2.260714e-20  5.620965e-06
    27.32927592  2.251731e-20  5.609861e-06
    27.35667355  2.242784e-20  5.598779e-06
    27.38409865  2.233872e-20  5.587719e-06
    27.41155124  2.224996e-20  5.576680e-06
    27.43903135  2.216155e-20  5.565663e-06
    27.46653901  2.207349e-20  5.554668e-06
    27.49407425  2.198577e-20  5.543694e-06
    27.52163709  2.189841e-20  5.532742e-06
    27.54922756  2.181139e-20  5.521811e-06
    27.57684569  2.172472e-20  5.510902e-06
    27.60449151  2.163839e-20  5.500014e-06
